,module,kME
ALOX5AP,7,0.6914314156993163
ASAP2,7,0.6892693124798637
ACTN4,7,0.6874758165121356
GUCY1A3,7,0.6842517317371144
RUFY1,7,0.6827450095270285
MIR6787,7,0.6827344144277685
JAM3,7,0.6800329672813641
TMEM40,7,0.6787561240699383
DPEP2,7,0.6714940671400892
WASF3,7,0.6713256245339501
PI3,7,0.6712225569550608
CABP5,7,0.6702088407625912
PVALB,7,0.6650576695892254
FHL3,7,0.6618189554914787
TUBB1,7,0.6585741921155682
PPBP,7,0.6583858463478983
PPP1R11,7,0.6577839706458175
YIPF3,7,0.6547452055013011
OPLAH,7,0.6537038651063813
HDAC5,7,0.6489915742407523
GP1BA,7,0.6479021132671309
FCGRT,7,0.6414286057689124
GSK3B,7,0.639189099941088
CXCL5,7,0.63917866332109
SLPI,7,0.6319445397709595
GLA,7,0.6314497720147673
MMRN1,7,0.631285410821366
TREM1,7,0.6287944916538953
LPPR2,7,0.627984576061901
P2RX5-TAX1BP3,7,0.6254604553050934
P2RX1,7,0.621474925879381
NCF1.2,7,0.6209202616703572
USB1,7,0.6182095054341794
LIMS1.1,7,0.6077042560380702
PGLYRP1,7,0.605060998132973
IFITM1.2,7,0.5917368275772755
CD63,7,0.5797040277318528
RP4-781L3.1,7,0.5738598480756889
TSC22D1,7,0.5710149618311595
NCF1.1,7,0.5706291026616399
LOC101928589,7,0.5670931145300251
GPX3,7,0.5532370699151117
PF4V1,7,0.5382703026057697
DNM3,7,0.5119692937458098
PROS1,7,0.43145366768709004
GMPR,8,0.9538710151413267
PIP4K2A,8,0.9496009711685613
TNS1,8,0.9444297812645142
TMOD1.1,8,0.9353944966326603
MKRN1,8,0.9310199481113415
ANK1,8,0.9282655388943328
SLC6A8,8,0.9276949212266842
DNAJB2,8,0.9130188794472048
TSPAN5,8,0.9123564469634163
SLC4A1,8,0.912127985181208
GSPT1,8,0.9114703389421707
BLVRB,8,0.9110768178050493
PLEK2,8,0.9090419890722303
DPM2,8,0.9089875131863939
PSMF1,8,0.9083593703810459
MXI1,8,0.9048757199003259
TMCC2,8,0.9047101078329188
MRC2,8,0.9034610560532162
ZER1,8,0.9007241055800084
WDR45,8,0.8988910439396411
HPS1,8,0.8937599278513948
MYL4,8,0.8933356692077478
RAD23A,8,0.892300438247426
SLC6A10P,8,0.8920788433784916
SNCA,8,0.8900966258683576
YBX3,8,0.8897949078131829
SELENBP1,8,0.8881020794901096
TAL1,8,0.8871205211490182
XK,8,0.886414128792739
LOC100996792,8,0.8841025197668103
AHSP,8,0.8834516858899807
KANK2,8,0.8832246594133095
HAGH,8,0.882884754403935
EPB42,8,0.8805767075855989
PPP2R5B,8,0.8767733363336805
FAM46C,8,0.8762072385604601
ASCC2,8,0.8759175331945935
KEL,8,0.8754248749292881
GYPC,8,0.8738417656012759
SLC1A5,8,0.8729418197472946
DMTN,8,0.8726388553792654
FECH,8,0.8717969573710262
TESC,8,0.8716215506102065
VTI1B,8,0.8714568572922722
HMBS,8,0.8713445091524603
GYPB,8,0.8696477398202636
GYPA,8,0.8668846829287928
LGALS3,8,0.864566283406837
BCL2L1,8,0.8639477125052523
UBE2O,8,0.863790016894174
TSTA3,8,0.8634986085595479
ST6GALNAC4,8,0.8632898435667736
IGF2BP2,8,0.863078886395322
PINK1,8,0.8581249184976901
NUDT4.2,8,0.8555275852784889
MPP1,8,0.8537001585959053
ACKR1,8,0.8532484517737239
GLRX5,8,0.8526001436621324
RUNDC3A,8,0.8515888561207844
CDC34,8,0.850481969161236
FIS1,8,0.8492250507166204
KLF1,8,0.8472459410033021
ADIPOR1,8,0.846582210948516
ATP6V0C,8,0.8464109564794916
RIOK3,8,0.8440396916726192
RANBP10,8,0.8436926294165751
RNF10,8,0.8436300188161743
CA1,8,0.8434150411656607
RBM38,8,0.8431628608049734
MCOLN1,8,0.8415869120482827
NFIX,8,0.8412610265273741
POLL,8,0.8401149917411639
R3HDM4,8,0.8385564225325483
FBXO7,8,0.8379039467768324
HBD,8,0.835801641455391
TBC1D22B,8,0.8355499134274397
SHARPIN,8,0.8353360271228472
ECSIT,8,0.83361326122699
CARM1,8,0.8333179143317773
MICAL2,8,0.8329262808874188
RPIA,8,0.8311886748205755
SPTB,8,0.8309126723454032
BPGM,8,0.8297132736223646
MIR4746,8,0.829080112168626
PRDX2,8,0.8268083542335196
SNX3,8,0.825952410614956
GATA1,8,0.8248162126163735
AK1,8,0.8244331260320782
RNF187,8,0.8243491299662691
GRINA,8,0.8242200399755985
BAG1,8,0.8242137209291778
MAR8,8,0.8229184600809346
CNPPD1,8,0.8228003649463403
ALAS2,8,0.8217643703734153
OPTN,8,0.8188574788854741
USP12,8,0.8180272270325211
GYPE,8,0.8175715511179492
SLC7A5,8,0.8175040462959379
WBP2,8,0.8171718092826711
FURIN,8,0.8162887948237283
TRIM58,8,0.8154046924078978
RNF123,8,0.8128954775199272
CTSB,8,0.8125243480630167
TRIM10,8,0.8107342179896795
NPRL3,8,0.8106860722524027
RHCE,8,0.808813220767739
ISCA1,8,0.8056809635872837
SRRD,8,0.8044258220004672
TPM1,8,0.8042752033685157
BNIP3L,8,0.8037163200295447
PLVAP,8,0.8015843014267284
BAG6,8,0.7999172708647257
MAR2.2,8,0.7980209453546628
LYL1,8,0.7974125837906104
TSPO2,8,0.7971383451744037
FAM214B,8,0.7959583432387864
DCAF6,8,0.7949390853077442
NEDD4L,8,0.7927862549232715
EIF2AK1,8,0.7913652215334447
NAPA,8,0.7913634191598445
ARHGEF12,8,0.7894638597045175
TPGS2,8,0.7866340901276937
SIAH2,8,0.7846227506962418
PPP3R1,8,0.7842615216633319
ODC1,8,0.7836532630880897
NFE2,8,0.7799664947570241
PIM1,8,0.7781053506036425
METTL22,8,0.7763488119536011
MBNL3,8,0.7756801292335134
PA2G4,8,0.7751072653523242
TRAK2,8,0.7740686692510428
FAM117A,8,0.7723591392819817
PPM1A,8,0.7679085355756673
HDGF,8,0.7667427762075072
TOLLIP,8,0.7666436388822998
OSBP2,8,0.7662624661298659
SLC48A1,8,0.7662293091677728
PBX1,8,0.7656927820919736
AP2M1,8,0.7637321189069168
FAXDC2,8,0.7604414522740008
FOXO4,8,0.7604371357939489
PRR5,8,0.75888289588061
PRDX6,8,0.7582183425953705
BCL2L13,8,0.7582076655971057
FKBP1B.1,8,0.7535704994984791
C9orf78,8,0.7535671763879666
BRD4,8,0.7496963747303798
STK11,8,0.7495123918160143
FKBP8,8,0.7482148546352465
HEBP1,8,0.7463023606841007
BABAM1,8,0.7438778885564494
SMOX,8,0.7436717618117008
GID4,8,0.7436436993220922
UBBP1,8,0.7419605220407879
WDR13,8,0.7404626127084287
TMC5,8,0.7401977664368956
FOXO3.1,8,0.7391158887238534
HBQ1,8,0.7386433701671179
CTNNAL1,8,0.738363101318567
SSBP3,8,0.7311396588779668
GLUL,8,0.7288356980764107
EIF1B,8,0.7286277411767245
NUDT4.3,8,0.7252076855620546
UBBP2,8,0.7251607393417228
CAPN5,8,0.7238872802810631
NINJ2,8,0.723612464447887
CHPT1,8,0.7230992337495
CCDC176,8,0.7220188186019882
NME4,8,0.7203995805322136
PNP,8,0.7192014298742346
POLR1D,8,0.7124863636643478
RMND5A,8,0.7110725814159375
CTSE,8,0.7071399638894245
PDZK1IP1,8,0.7033013285834087
TFDP1,8,0.6993352481094509
PCTP,8,0.6992439020124183
C12orf10,8,0.6980781742119024
AP2B1,8,0.6945125234035429
ROGDI,8,0.6931081135804719
SH3GL1,8,0.691011804534851
FKBP1B.2,8,0.6871921319694004
ABCG2,8,0.6866152369293966
ACP1,8,0.6856276534430249
NTAN1,8,0.6852475146647801
PCSK1N,8,0.6844759083138723
XPO7,8,0.6844043803058886
CA2,8,0.6831391533734296
FAH,8,0.6813383008131172
KRT1,8,0.6740291377329393
ALDH5A1,8,0.6728828484148595
ENTPD5,8,0.6715260489580029
KLHDC8A,8,0.6711084752339153
TMEM158,8,0.6706240261396815
YOD1,8,0.6683770003433801
PQLC1,8,0.6671899975042488
RALBP1,8,0.6669829230624589
ATG9A,8,0.6635192575513144
TSPAN7,8,0.6634027101873666
NSUN3,8,0.659285916110845
USP32.1,8,0.6579197799354273
WASF2,8,0.6547721750964001
GNA12,8,0.6539753159749143
COX6B1P3,8,0.649191247038434
HK1,8,0.6442559999624128
BSG,8,0.6441490713580645
SLC14A1,8,0.6428213106704889
UBE2H,8,0.6418826511693517
CREG1,8,0.6416511966354536
DENND1A,8,0.6398560674497096
UBFD1,8,0.638344264165883
MAP2K2,8,0.6373606742384211
DDI2,8,0.6365411460498719
FHL2,8,0.6364231828640481
HBB,8,0.6355902259091181
RXRA,8,0.6329621395725391
GUK1,8,0.6324264468195524
B4GALT3,8,0.6277635878964564
STOM,8,0.6274407858366586
EMC3,8,0.6269483387168547
STOML2,8,0.6262464596155103
CYBRD1,8,0.6262250453574353
E2F2,8,0.6238884219570615
SH3GLB2,8,0.6217825198981103
PPOX,8,0.6180955728682038
GPX1,8,0.6167722289817223
UBE2M,8,0.6152763840598514
RNF11,8,0.6077745671445098
FOXO3.2,8,0.6072762699161388
HBBP1,8,0.6072202041043447
FUT5,8,0.6024405200169516
TNIP1,8,0.6022561156437903
LTBP2,8,0.60190477268752
NUCB1,8,0.6013700462294058
TUBB3,8,0.5968262332392413
JUND,8,0.5948937933051542
GCLC,8,0.5941985794192371
CCS,8,0.5933474834277435
CDKL1,8,0.5932159150543731
LHPP,8,0.5931931497901941
HBA1,8,0.592488276546592
HYPK.1,8,0.5922629383462706
ICAM4,8,0.5908537454239334
SLC25A37,8,0.590785799940087
GCAT,8,0.5872240725012795
NT5M,8,0.5867028686875276
TUBB2B,8,0.5844844009499486
THTPA,8,0.5831796199188476
OR10H1,8,0.5722542460447635
CLIC2,8,0.5698307420039181
BCAM,8,0.5682470803394047
HBG1,8,0.5682231818965898
PPP6R1,8,0.5676339194621144
CEBPE,8,0.5579147691057953
HBZ,8,0.5540609542940577
RAB13,8,0.5521858507787348
PTPLA,8,0.5501971999863406
C9orf40,8,0.5455719325719723
TMOD1.2,8,0.544972503224518
RHD,8,0.5399235960762596
RAP1GAP,8,0.5392894306660807
TSC22D4,8,0.5325090504073486
ISCU,8,0.5320713535925086
FLJ11710,8,0.5295150621726131
IFNA21,8,0.527466546733085
OR7E37P,8,0.5267924788250886
MIA,8,0.5261981696476713
CYB5R3,8,0.5258137515019844
TEX13A,8,0.5247789210535626
PRTN3,8,0.5239747853397844
PIP5K1B,8,0.5177623243826044
CTDNEP1,8,0.5139205562688595
MMD,8,0.5129846624551969
FOLR3,8,0.5106460603038501
AGO2,8,0.5087727370326774
C4A,8,0.508036614016375
CHST11,8,0.5021427374228141
SLC22A4,8,0.4975058043104535
MKRN4P,8,0.4917272941064824
GALNT6,8,0.4890750563256251
VWF,8,0.4869692241015586
RNASE3,8,0.4859181061304744
TUBB2A.1,8,0.48526535369790985
TUBB2A.2,8,0.48517178531028243
ATP2A1,8,0.4838753478338169
CRISP2,8,0.4820772928858871
CLDN5,8,0.47333516174352536
PIGC,8,0.4705106970675164
H1F0,8,0.45469668921159956
PVRL2,8,0.4525440017965789
IFI27,8,0.4500210885823998
HP.2,8,0.4466089674099542
HP.1,8,0.43972004785387375
ALOX15,8,0.4291353575193448
TFF3,8,0.40136025566149913
TMEM214,9,0.9090310506731952
PRKCSH,9,0.8956812463517008
SLC4A2,9,0.8893793009137887
DCAF15,9,0.8804373679867684
DCTN1.2,9,0.8745191813425406
FLNA,9,0.8716562953851498
PNPLA6,9,0.8716156397554913
HECTD3,9,0.8711233158896975
STXBP2,9,0.8701752954865907
LRCH4.2,9,0.8680692391584142
MYO18A,9,0.8658161146557969
ERI3,9,0.8651565131366334
CNOT3,9,0.8646178007722909
SF3A2,9,0.8641371510173363
ANAPC2,9,0.8637689682972434
LIMD2,9,0.863352544456752
UBA1,9,0.8618815259486992
FAM86B1,9,0.8598519421352372
ZYX,9,0.859350985169652
TRIM28,9,0.8593328242725476
STRN4,9,0.856345434584852
MAP1S,9,0.8557043885492078
TBC1D17,9,0.8533736291281377
PIP5K1C,9,0.8528412030695642
IL2RG,9,0.8524058404290641
MIR5193,9,0.8488110653582209
SLC25A1,9,0.8480971637733573
VAMP2,9,0.8447667968586307
PPP2R4,9,0.8399010425841201
ITGA5,9,0.8395310882943885
ATP13A2,9,0.8389708158433639
CD37,9,0.8311965804001625
PFN1,9,0.830960037058483
MYO9B,9,0.8303174484603626
RENBP,9,0.8286783120617235
ARFIP2,9,0.8285077663333473
PLD3,9,0.8267384664322073
CNOT1,9,0.8202691096047005
FMNL1,9,0.8197261708062624
CALCOCO1,9,0.8169780398569262
CORO1B,9,0.8149768549785258
CD4,9,0.8148879886390002
IL32,9,0.8138132359117447
SPTAN1,9,0.8082478821375706
DDX41,9,0.8063876774205285
AP1G2,9,0.8051720839614661
PNPLA2,9,0.8003904008471897
BANF1,9,0.7987258929686981
PDLIM7,9,0.797276079510096
SFXN3,9,0.7947508134229551
DCTN1.1,9,0.7945637092866472
CST3,9,0.7911914275884468
SIGIRR,9,0.7884825079989282
FCHO1,9,0.7863142450247278
MAP4K1,9,0.7819270291146293
PKN1,9,0.7764117037378431
BTBD2,9,0.7749472174491603
CCDC92,9,0.7736641668376932
GPI,9,0.7723593432465025
ZNF580,9,0.7696424450868482
RCN3,9,0.76929043285822
SH3BGRL3,9,0.7689126213722166
VPS37B,9,0.7688379738372618
HSPB1,9,0.7678426505866978
TRANK1,9,0.7675690091725441
MID1IP1,9,0.7646043785430113
COL6A2,9,0.7619547695000987
UCP2,9,0.7601763267793983
ISYNA1,9,0.7579303008245127
MICU1,9,0.7528017131046247
CAPNS1,9,0.7478366359643586
ERAL1,9,0.7466404865034714
SBF1,9,0.7462830239016257
LOC399491,9,0.7447548860864776
SLC9A3R1,9,0.7446387821561508
GPSM3,9,0.7437709879815705
ZC3H3,9,0.74278767968976
CD3E,9,0.7423189753976189
ATP2A3,9,0.7422786509663083
ALG3,9,0.7388566579973566
PCGF1,9,0.7388298853399122
VPS51,9,0.7386559302664973
CTRL,9,0.7385570004301293
LOC100862671,9,0.7373247626282503
POLD2,9,0.734293463926882
NDUFV1,9,0.7333589686388652
CD74,9,0.732682762440311
CIDEB,9,0.7319964815965604
TLN1,9,0.7306514340584912
APEH,9,0.7306071604191676
SBNO2,9,0.7305097767897665
RAB11B,9,0.7302085053407797
LOC101930075.2,9,0.7254992042086142
LY6G5C,9,0.7243351219413582
CANT1,9,0.7241733930354636
MGRN1,9,0.7239093885737865
FAM65A,9,0.7227730060217784
MRPL4,9,0.7207641651814365
BCKDK,9,0.7191132352543143
ZNF574,9,0.7190934656814866
KDM5C,9,0.7184311097601843
GTPBP2,9,0.7156058270193483
VIPR1,9,0.7150032614643884
TAF6,9,0.7148699373694717
CENPT,9,0.7140558695011757
ESYT1,9,0.7126211727867748
PPDPF,9,0.7122867439919044
MCM5,9,0.7113922158782989
URM1,9,0.7103195449887899
SEPT9,9,0.7081809304451776
ARFGAP1,9,0.7054971725389098
PTPN7,9,0.7037392220331676
RALGDS,9,0.7027482175039426
GNAI2,9,0.7026636595365883
PLEC,9,0.7019325763657659
TRABD,9,0.7002975744274916
CIZ1,9,0.6980552974649971
UCKL1,9,0.6972408316190795
ACP5,9,0.6950009756282779
TESPA1,9,0.6944500743324812
SCAMP4,9,0.6943934883683084
SF3A1,9,0.6933360989339004
TMEM8A,9,0.6933318022420548
PELP1,9,0.6930365721763904
CECR1,9,0.6916992639127477
RRP9,9,0.6895486719941499
TRIP6,9,0.6895310436573591
PCSK7,9,0.6879662827127583
PRAF2,9,0.687932140419394
ENTPD6,9,0.6876265192375742
PEX14,9,0.6853247926393493
CD7,9,0.6841291302938635
DHCR24,9,0.6838780496355047
TBC1D10B,9,0.6821049117907485
LGALS9,9,0.6795014998872678
PITPNM1,9,0.6776190295089294
CFL1,9,0.6775098824502097
CSF1R,9,0.6765913108830287
CLIP2,9,0.676454783189393
PRPF8,9,0.675104749935289
FXYD7,9,0.668249356491289
TNFAIP2,9,0.6655077729369206
TJP3,9,0.6645701919004564
PSMD1,9,0.6638001688735947
SF3B4,9,0.6618125869458394
HMOX1,9,0.6606622329946008
RNH1,9,0.656985683096301
SPI1,9,0.6539433474183611
PRMT7,9,0.6526840964686049
CS,9,0.6505411123729844
CLPTM1,9,0.6502991936608558
ERCC2,9,0.6499019190664377
LOC101930075.3,9,0.6460217405261927
TRAPPC12,9,0.641760361040013
PLA2G15,9,0.6412911931796353
EPHB6,9,0.6399272902181906
UPP1,9,0.6360078484203315
POR,9,0.6359647392477182
COL9A2,9,0.6350745194296584
CCND3,9,0.6344245252100923
SMARCB1,9,0.6344215163862023
SNPH,9,0.6317058452345935
NPIPA1.1,9,0.6315994022611522
RAB5C,9,0.6314210690134582
ARPC4.2,9,0.6313371792027526
STX5,9,0.6305921467810247
TCIRG1,9,0.6305822655698065
GARS,9,0.6303092681896745
GSTM1,9,0.6300794846797839
DEF6,9,0.6294910487378026
HLA-DMA,9,0.6271306275665729
CTSW,9,0.6268461111445581
LGALS3BP,9,0.626222165094247
NADSYN1,9,0.623755111787567
SV2A,9,0.6225420666786965
CD101,9,0.6182565499492221
TESK1,9,0.6174519240181063
MRPL2,9,0.6134244832261115
PIGT,9,0.6104565915027402
GBAP1.1,9,0.6089905986035636
ATHL1,9,0.6076665664061499
MLF2,9,0.607164556463187
MEPCE,9,0.6047694017927701
LY6E,9,0.6018658226811631
HGS,9,0.6013956878582906
CRIP2,9,0.6010796232419273
CITED2,9,0.600906972741827
TPRA1,9,0.5945708002714186
RHOF,9,0.5938711765118169
BCAS3,9,0.5938711211785067
HLA-DQB1.2,9,0.5917801275341951
GTF2H4,9,0.5843058615687386
GABBR1.1,9,0.5838700887084072
IFT140,9,0.5823333621851094
NOP2,9,0.5813631453470076
ANXA6,9,0.5803016668653646
APBB1,9,0.5802991923142031
OXA1L,9,0.5801146824618082
OGDH,9,0.5784906460554611
CPNE3,9,0.577539575738114
GAK,9,0.5771426947218619
SCAP,9,0.57666480153085
SOX12,9,0.5745071393379474
CCDC22,9,0.5735779645083477
MAP4K2,9,0.5735642686237009
MED15,9,0.5733695578339425
PEPD,9,0.5726267290190505
MIR7114,9,0.5715316687331561
VENTX,9,0.5654450031672307
RBM42,9,0.5630379259371482
POMT1,9,0.5630293225963535
MOGS,9,0.5614555749285846
PARP4,9,0.5595383328115366
SPATA20,9,0.5562107274685513
C19orf54,9,0.5521303339237368
CPTP,9,0.5512990135126351
CEACAM21,9,0.5498081236235937
BCKDHA,9,0.5467186753796308
HNRNPUL1,9,0.5460224255545822
LTK,9,0.5445377532008613
LSP1,9,0.544259271972668
HLA-DRB1.1,9,0.54389491406726
PPIP5K1,9,0.5436122118177572
EEF2,9,0.5354171928196024
TUBG2,9,0.535127315462265
RPS6KA4,9,0.5346437783580245
ZAP70,9,0.5269829561290328
MIR6824,9,0.526353743218085
ATP1A1,9,0.5251139186370837
FHOD1,9,0.5217134210125564
PRICKLE3,9,0.5211484473164959
SASH3,9,0.5177222543997579
P4HTM,9,0.5165728733841345
CTSD,9,0.5155993612380199
MEGF6,9,0.5151916931861065
ENO2,9,0.515043058812739
PIEZO1,9,0.5147780370035343
FCGBP,9,0.5101586227314796
RHOB,9,0.5087521015289305
CORO7,9,0.5084775745218799
PDCD4-AS1,9,0.50748252529527
HHLA3,9,0.5074230266747126
SDAD1,9,0.5063434944610312
ABHD17A,9,0.5063318684072121
RNF208,9,0.5054723181776198
FCER2,9,0.5049749340759957
LTBP3,9,0.5044148209862295
DGKZ,9,0.5035928897012758
PCOLCE,9,0.5015370090697974
CAPN15,9,0.5013744581139742
PCBP1,9,0.5007224959571789
EXOSC10,9,0.500559164873074
CST7,9,0.5000024962603014
TPM2,9,0.4992334569399418
HPD,9,0.49760472917909887
AARS,9,0.4942637742072344
GSTM2,9,0.4907245107576082
MAP3K14,9,0.48957207826636107
PDLIM2,9,0.4893238544195857
PLCXD1,9,0.48823667122754416
NAALADL1,9,0.48563144304853795
DOK2,9,0.48070720658392907
RHBDF2,9,0.4771818442513337
YWHAE,9,0.47548827608462635
MIR6743,9,0.47466831839611834
DGKA,9,0.46179656953432724
RASSF1,9,0.4486857995380543
TBKBP1,9,0.4481105651541584
DDX11.2,9,0.402906443610751
CDC25B,9,0.393091941589942
FAM96B,10,0.9329095255564258
POLR2I,10,0.9292131690621399
NEDD8,10,0.9279090017448277
ZNHIT1,10,0.9226921489748089
C19orf53,10,0.9208900302460833
APRT,10,0.914712195198982
COX5B,10,0.9129997572723775
COA3,10,0.9103435035256547
NDUFS6,10,0.9069787383083212
ATP5H,10,0.9059772415404098
COX6A1,10,0.9043632565228529
RPP21,10,0.9002503425820216
POLR2F,10,0.8982545182983834
WDR83OS,10,0.8959475154903364
TAF10,10,0.895923076576426
DDT,10,0.895820790662917
NDUFA7,10,0.8957209066930205
C9orf16,10,0.8943507870145421
SSR4,10,0.886878967551349
TRAPPC2L,10,0.8866428272628462
SNRPC,10,0.886428305401758
NHP2,10,0.8838112607081468
ATP5D,10,0.8828112743639025
POMP,10,0.8826862712539766
RPL12,10,0.8807899255244165
COX7A2P2,10,0.8795609040777985
LAMTOR2,10,0.8729860849314625
MIR4691,10,0.871872971216211
USE1,10,0.8690019593910097
POLR2L,10,0.8679571332292648
NDUFV2,10,0.8667952659699903
UBL5,10,0.8660387774792685
RPA3,10,0.8657064920797378
SOD1,10,0.8651336786968881
ORMDL2,10,0.8648447514797598
UQCR10,10,0.8645680330489447
SEPW1,10,0.8644955262140701
RPL29,10,0.8643257638309421
SEC61G,10,0.8638518926190075
TOPORS-AS1,10,0.8595491452913211
ATP6V1F,10,0.8586635715799323
UXT,10,0.858595181290966
MIF,10,0.8581042284314188
RABAC1,10,0.8580545947125304
RARRES3,10,0.8576182773925385
NDUFA1,10,0.857346010402502
TMSB10,10,0.856791931901402
COX6B1,10,0.8562317874287406
EDF1,10,0.8556064225467448
ETHE1,10,0.8551943613000672
POLD4,10,0.8540763778490966
ARL2,10,0.8531385948423117
ARMC2-AS1,10,0.8520774033032441
ATP5G1,10,0.8502003887910692
BOLA2.1,10,0.849639232323419
TCEB2,10,0.8482957435774808
NAA10,10,0.8472525282826692
LGALS1,10,0.8455080665411867
MZT2A,10,0.8454500335691121
NDUFA3,10,0.8411396379860877
ABHD14A,10,0.8407319445587197
NME1,10,0.8394887900537247
MRPL23,10,0.8378598808819727
NME1-NME2,10,0.8372939287065694
TMEM258,10,0.8364911456152411
ANAPC15,10,0.8358160963405717
NDUFC1,10,0.8352930354128967
PSMB6,10,0.834511867802404
S100A10,10,0.8340324962441588
BLOC1S1,10,0.8338080030321586
DCTN3,10,0.8316856575888905
NOP10,10,0.8302454413658489
GPX4,10,0.8300860575893861
SLC2A4RG,10,0.8300480368216058
RPL36,10,0.8287903329365309
ANXA2.2,10,0.828712930994702
UQCRQ,10,0.8279927097275406
FXYD5,10,0.8278746008823054
MRPL11,10,0.8275762861766098
DYNLRB1,10,0.8274258391010118
RPL18A,10,0.827005401553838
C19orf24,10,0.8255235141024445
CUTA,10,0.8240416660416933
POLR2G,10,0.8223413483515642
GCHFR,10,0.8208261043635988
HAX1,10,0.8193091854444099
PSMB7,10,0.8180026706800717
UFC1,10,0.8166343751981952
TMEM160,10,0.8113278483062432
DCXR,10,0.8100964783200032
RPL36AL,10,0.8078986247255614
DGUOK,10,0.8077724870798338
CRIP1,10,0.8071482226142677
MRPS17,10,0.8066593980273868
RPS19,10,0.8064359973309195
SNRNP25,10,0.8062148564287829
ZNF593,10,0.8032265937934715
TRAPPC6A,10,0.7991485467546225
SF3B5,10,0.7976104324915633
VAMP8,10,0.7966072910854183
NDUFA13,10,0.7939512136245734
GTF2H5,10,0.793011283569743
NDUFAF3,10,0.792371996197354
RP4-595K12.1,10,0.7922525659046161
MT1X,10,0.7913918263585296
RPS11.2,10,0.7905274997091235
PSENEN,10,0.7893387791487234
ATRAID,10,0.7883713669966602
DPM3,10,0.7880186019864933
NDUFB4,10,0.7873929956127954
PEBP1,10,0.7866606099474331
FAU,10,0.7865956769567826
UQCR11,10,0.7851952058747231
PPIH,10,0.7846642274755127
TIMM13,10,0.7846014747405584
POLR2J.1,10,0.784317259998486
ATOX1,10,0.7832938848497769
COX8A,10,0.7823184345742457
CD3D,10,0.7806926300994532
THAP7,10,0.7806870640548669
DAD1,10,0.7798778585885648
RFXANK,10,0.7796764943909736
RPS5,10,0.7796306086112247
RBX1,10,0.7788106247314602
AP5S1,10,0.7788007845304181
FKBP2,10,0.7742673142629285
AP2S1,10,0.7731858702627866
HIST1H4J,10,0.7726833226715878
LAMTOR5,10,0.7715422391323707
COX17,10,0.7704451057756972
SSSCA1,10,0.7701408336743637
STX8,10,0.7698474719072582
CSNK2B,10,0.7677252997589333
AIF1,10,0.7675340299570338
PSMA7,10,0.764769612197478
MRPL12,10,0.7623020785984931
UBE2S,10,0.7622471792630499
BCL7C,10,0.7608020133330777
DYNLL1,10,0.7604359834312577
NOSIP,10,0.759201570674007
EIF4EBP1,10,0.7591275273566004
SSBP1,10,0.7586451138014983
CHCHD2,10,0.758639017483579
TRMT112,10,0.7571841174753379
VPS28,10,0.7571292750431923
PTPRCAP,10,0.7558398379710046
NDUFA8,10,0.7555464099098529
SNRPA,10,0.7552487728577474
WBSCR22,10,0.7551060487408984
CCDC101,10,0.7537793528143805
NDUFB11,10,0.7537355904527295
RP5-1118D24.2,10,0.7516312565203647
SSNA1,10,0.7504913012013108
GMFG,10,0.749866389793068
LAGE3,10,0.749239471862894
MT1HL1,10,0.7482777454165727
TBCB,10,0.7441679617249857
LST1,10,0.7439701098574739
GTF2A2,10,0.7425935914459604
TECR,10,0.740104903926187
NME3,10,0.7353572269180775
CDK2AP2,10,0.733985209992429
MIR4784,10,0.7337332198704888
NAT6,10,0.7334787038475756
FLT3LG,10,0.7334187576018172
UBA52,10,0.7326487915715814
RPL19,10,0.7314224109772396
CD320,10,0.7306121462393278
ZMAT5,10,0.7288482815790948
MGST3,10,0.7276441888257495
MIR7703,10,0.720640969220279
BAX,10,0.7195292144164339
MEA1,10,0.718544373925925
NDUFS7,10,0.7178334329702265
MT2A,10,0.7160165656595184
GSTK1,10,0.7155094532824451
EMP3,10,0.7118213068648195
AC004692.5,10,0.711718102257238
ATP5E,10,0.7106623629714368
CKLF.1,10,0.7103524976188648
RPL32,10,0.7101045277475343
CENPB,10,0.7030903434701452
NPM3,10,0.7011532434436359
CYB561D2,10,0.6987656733166565
CDK5,10,0.697037077130092
BAD,10,0.6950821935431655
PSMC5,10,0.69469207720602
RPL18,10,0.6945876647036141
PFDN1,10,0.692855071980089
NDUFB6,10,0.6872730651383092
HIST3H2A,10,0.6859283196568097
RNASEH2A,10,0.6853525814679561
CIB1,10,0.6843699544393764
TFPT,10,0.6835212682324652
ISG20,10,0.6813668035424967
LSM2,10,0.6775434674164158
NCR3,10,0.6768508975493742
XCL1.2,10,0.6766952532560269
GAMT,10,0.6743904996185115
PPIA,10,0.6740394346747413
SF3A3,10,0.6724203701420235
GSTP1,10,0.6724022112560165
POLR3K,10,0.6713137570734581
SNRPF,10,0.6711371086029475
HSD17B8,10,0.6669158556524525
NT5C,10,0.6642015720627747
CARHSP1,10,0.6624915015798155
SLC39A4,10,0.6599479322169325
CSTB,10,0.6594088998821447
MTHFS,10,0.6564602140334633
MRPL24,10,0.6539184682005622
PSMB3,10,0.6531147056868509
PSMB10,10,0.6526147016736932
LIME1.1,10,0.6512273820830645
MYL6B,10,0.6394043335639651
NUDT1,10,0.6348770136878573
CKLF.2,10,0.6339971348837474
RAB1B,10,0.6334411793837599
PLAC8,10,0.6311832675628427
PYCARD,10,0.6272691806586019
GS1-111G14.1,10,0.6272473991447183
