,module,kME
RPS4Y1,0,
XIST,0,
HLA-DQA1.3,0,
APOBEC3B,0,
DDX3Y,0,
KDM5D,0,
EIF1AY,0,
HLA-DRB4,0,
TXLNGY,0,
TMEM176B,0,
C4BPA,0,
DEFA1,0,
HLA-DQA1.1,0,
CEACAM8,0,
MYOM2,0,
DEFA4,0,
USP9Y,0,
LTF,0,
S100B,0,
S100P,0,
ARID4A,0,
BTNL8,0,
CPA3,0,
CASP6,0,
HLA-DQB1.5,0,
CEBPG,0,
OLFM4,0,
LCN2,0,
MS4A3,0,
TMEM176A,0,
CRISP3,0,
LOC100996747,0,
HLA-DQB1.1,0,
PRKY,0,
MYBL1,0,
ORM1.1,0,
KCNA5,0,
SLC25A3,0,
HLA-DQA1.2,0,
CLC,0,
RNF19A,0,
MCTP1,0,
CD9,0,
FGF13,0,
RNASE2,0,
LAIR2,0,
HIST1H2AE,0,
SPP1,0,
AZU1,0,
BPI,0,
TCRBV12S3,0,
IKZF3,0,
KLRC1,0,
GSTT1,0,
THSD7A,0,
LOC100996756,0,
RP11-549J18.1,0,
KLRC3,0,
MDM4,0,
CAMP,0,
CD177,0,
ARG1,0,
SCML1,0,
FAM118A,0,
ALDH1A1,0,
PDK1,0,
SIDT1,0,
TCN1,0,
PLA2G4C,0,
ATP6V0A1,0,
LGALS2,0,
KLRC4,0,
GEM,0,
GSTM3,0,
MTX2,0,
ELANE,0,
CFD,0,
VNN1,0,
HNRNPA1.2,0,
APOBEC3A,0,
HDC,0,
FCGR2B,0,
HOXB2,0,
NCRNA00185,0,
SCN3A,0,
CTSG,0,
RC3H1,0,
SAMD9,0,
CES1,0,
DCUN1D1,0,
ORM1.2,0,
FCER1A,0,
ERAP2,0,
AKR1C3,0,
IDO1,0,
CHI3L2,0,
CCL23,0,
ARL17A.2,0,
RFX7,0,
MS4A4A,0,
NLRP2,0,
BTNL3,0,
SLC22A5,0,
LMO2,0,
LOC102725263,0,
ANKRD1,0,
C1orf56,0,
FCGR1A.2,0,
EVI2A,0,
BTN3A2.1,0,
GALT,0,
TRAF2,0,
FCGR1B,0,
CEACAM6,0,
RFC4,0,
RP11-116O18.1,0,
KIAA1324,0,
ACOT7,0,
PSPH,0,
GFOD1,0,
HCG18,0,
C1QA,0,
ECH1,0,
GNG7,0,
CRYZ,0,
PLP2,0,
CSGALNACT1,0,
TSEN2,0,
ENC1,0,
MAP3K7CL,0,
FAM98A,0,
TNNT1,0,
COL9A3,0,
TARDBP,0,
DTX2P1-UPK3BP1-PMS2P11,0,
GRAMD1C,0,
RPH3AL,0,
EXOC5,0,
LOC100127972,0,
MAGT1,0,
AIM2,0,
HOPX,0,
DHRS9,0,
MAP3K1,0,
C11orf80,0,
CD8B,0,
HMGB2,0,
PEX6,0,
GTF2H2,0,
MMP8,0,
SH3YL1,0,
PNLIPRP1,0,
ADAMTS5,0,
TUBBP5,0,
KANK1,0,
PRRC1,0,
GATM,0,
FAM153A.2,0,
FANCG,0,
ACADVL,0,
BST1,0,
BMPR1A,0,
LILRA3,0,
AGA,0,
ZNF551,0,
MEOX1,0,
CHI3L1,0,
RPH3A,0,
CDKN1C,0,
RPS6KC1,0,
SPOCK3,0,
RRM2,0,
RGCC,0,
CD160,0,
DSP,0,
CROCCP2,0,
SUPT16H,0,
ERO1LB,0,
CD3G,0,
IL7R,0,
CYSLTR2,0,
KCNA3,0,
TENM1,0,
PTPLB,0,
LOC102724250,0,
P2RY14,0,
CLEC2D,0,
NQO2,0,
RRN3.2,0,
ZBTB16,0,
TOPORS,0,
LRCH1,0,
FANCL,0,
KLRF1,0,
MGAT4A,0,
MTHFD2,0,
NGFRAP1,0,
PLGLB1,0,
FBLN5,0,
ZCCHC2,0,
TTN,0,
GPS2,0,
PCDH17,0,
PRKX.1,0,
SUSD4,0,
AKAP12,0,
CRTAM,0,
GZMM,0,
NT5E,0,
RBBP8,0,
NANOG,0,
TOX,0,
TAGLN,0,
PADI2,0,
LOC389906,0,
POMZP3.2,0,
NOD2,0,
KAT2B,0,
IL18RAP,0,
MIR3916,0,
OFD1,0,
HMBOX1,0,
PLA2G4A,0,
AGO3,0,
ANPEP,0,
NEFL,0,
WDR43,0,
PMP22,0,
KIAA1598,0,
USP36,0,
NPIPB15,0,
PDGFC,0,
DENND4A,0,
CYP2E1,0,
GUSBP3.1,0,
GTF2H2B,0,
WRB,0,
AP3B2,0,
CIITA,0,
ATR,0,
ZWINT,0,
LOC644172,0,
CACNB4,0,
SLC35A5,0,
NCAPG2,0,
ADORA3,0,
ZDHHC11,0,
SPINK2,0,
CARKD,0,
PLEKHA5,0,
PHACTR1,0,
GRAMD3,0,
ATP8B4,0,
HIST1H1C,0,
PDE9A,0,
UTY,0,
AGPAT5,0,
ZNF493,0,
CXCL8,0,
MEST,0,
SPDYE2,0,
RABGGTB.1,0,
NMD3,0,
MEF2A,0,
PLA2G7,0,
SLC29A2,0,
UAP1L1,0,
POMZP3.1,0,
BRPF1,0,
BDH1,0,
CD1D,0,
UEVLD,0,
CASP5,0,
KIF14,0,
GATC.1,0,
MARCO,0,
BEX4,0,
FCER1G,0,
XCL1.1,0,
RAB33B,0,
TJP2,0,
SPAG1,0,
ARL17A.1,0,
APOC3,0,
CXCL10,0,
CBR1,0,
NDFIP1,0,
DSC1,0,
FAM60A,0,
HSPH1,0,
PAPD7,0,
CCDC47,0,
RCAN3,0,
VPS9D1,0,
DNMT1,0,
POMC,0,
ARPC1A,0,
COLGALT2,0,
GOLGA2P5,0,
CAMTA1,0,
IL18R1,0,
LRRC37A2,0,
MRPL35,0,
SEC22B,0,
B3GNT2,0,
SULT1B1,0,
LRRC6,0,
HNRNPA1.1,0,
LPGAT1,0,
RAD23B,0,
IL2RA,0,
NRN1,0,
GBAS,0,
SOCS2,0,
ODAM,0,
DUSP5,0,
ARID5B,0,
SLC47A1,0,
NR1D2,0,
PWP2,0,
CEP83,0,
FLJ21369,0,
GADD45A,0,
DNAJC17,0,
CLEC5A,0,
CETP,0,
PPAT,0,
GPR183,0,
TTF2,0,
PLA2G12A,0,
SLC25A40,0,
ZKSCAN7,0,
WDR19,0,
FIP1L1,0,
CSNK1E.2,0,
AOC1,0,
TMEM14B,0,
FAIM,0,
EIF2S3,0,
THOC7,0,
CRYBB2.2,0,
INPP4B,0,
PRSS21,0,
LMNB1,0,
PLEKHB1,0,
ITPKB,0,
TFEC,0,
MIS18BP1,0,
MYL12B,0,
DGKG,0,
TTTY15,0,
MEIS1,0,
STAT4,0,
FAM153A.3,0,
CENPBD1P1.2,0,
HSPD1,0,
DNAJC3,0,
CCNB1,0,
DPEP3,0,
CASP8,0,
C14orf132,0,
C1QB,0,
SPAST,0,
TRADD,0,
USP53,0,
VASH1,0,
SMAD7,0,
UTS2,0,
NDC80,0,
AV8S2,0,
PTPLAD1,0,
CD24,0,
SDR39U1,0,
SNORA21,0,
CCNT1,0,
MAD1L1,0,
TCR-alpha,0,
RASGRP1,0,
RAB32,0,
IK.2,0,
ADI1,0,
KCNN4,0,
ZWILCH,0,
ZW10,0,
EIF1AX,0,
ELAVL1,0,
ZNF557,0,
COX5A,0,
ZBTB25,0,
CFH.2,0,
REST,0,
SCAF8,0,
SETBP1,0,
FAM13A,0,
COCH,0,
GOLM1,0,
ZDHHC13,0,
ARPIN,0,
IL3RA,0,
NBPF10.4,0,
ZNF227,0,
METAP2,0,
ALDH8A1,0,
GCM1,0,
USP32.2,0,
GMNN,0,
KIAA0226,0,
FZD2,0,
AHSA2,0,
ZBTB6,0,
ERICH1,0,
LIPA,0,
CORO2B,0,
TM4SF4,0,
SERINC1,0,
ERVK3-2,0,
METTL21B,0,
LACTB2,0,
SLAMF1,0,
CLEC10A,0,
PLA2G16,0,
FAM169A,0,
CXXC1,0,
C21orf91,0,
LINC00115,0,
ZNF195,0,
P2RX7,0,
EML4,0,
GMCL1,0,
KIAA1279,0,
SMPD3,0,
CCDC6,0,
LOC100506076,0,
BC069776,0,
HIST1H4D,0,
ANKRD55,0,
EIF5B,0,
LOC102724985,0,
ID3,0,
KLRAP1,0,
SNX29P2,0,
MAGEF1,0,
TRIM49,0,
PPFIBP2,0,
LHFPL2,0,
CD247,0,
TRIM22,0,
AKAP2,0,
ZFP36L2,0,
RETN,0,
SLC31A1,0,
BV03S1J2.2,0,
ALG6,0,
ZNF185,0,
IGHG1.4,0,
RNASE6,0,
DPYSL2,0,
MCM6,0,
CENPU,0,
ANKRD36,0,
P2RY10,0,
SMC3,0,
NAGK,0,
ENDOD1,0,
ACAP2,0,
SLC16A6,0,
EIF2AK3,0,
GABARAPL1.2,0,
MUC8,0,
UBA6,0,
RSU1,0,
IGSF6,0,
HMHA1,0,
DENND5B,0,
RIN2,0,
TMEM50B,0,
ALG5,0,
GSTZ1,0,
PGGT1B,0,
COL18A1,0,
OLFML2A,0,
TGFBR1,0,
ZNF226,0,
ABCC4,0,
EMR1,0,
TTPA,0,
GLDC,0,
ERC2,0,
TSC22D3,0,
H1FX,0,
CDO1,0,
TNNI2,0,
FAM172A,0,
WARS,0,
SP140L,0,
LOC100289097,0,
TARBP2,0,
RPGR,0,
CX3CR1,0,
LINC00339,0,
AQP5,0,
HCG8,0,
TIPRL,0,
STEAP1B,0,
ACTR8,0,
C1GALT1C1,0,
PRKX.2,0,
BCAP29,0,
LRIG1,0,
CAPG,0,
NSUN6,0,
CBLL1,0,
SLC12A1,0,
GPR65,0,
CHM,0,
ZNF230,0,
LYRM2,0,
CD2,0,
TRIM16,0,
ABCD2,0,
PTH1R,0,
PLCL1,0,
MRPL42,0,
FNBP1L,0,
CD46,0,
ENO1,0,
CHKB-CPT1B,0,
SLC12A7,0,
GLMN,0,
ABCB1.2,0,
UAP1,0,
C1GALT1,0,
PDE7B,0,
CNTNAP3P2,0,
KRR1,0,
DSE,0,
ARFIP1,0,
PLGRKT,0,
SMAD1,0,
ZNF177,0,
FCF1.2,0,
USP32P2,0,
SPO11,0,
MAFB,0,
ECHDC3,0,
PID1,0,
OAT,0,
ARHGEF4.1,0,
IRF8,0,
OTUD3,0,
FXYD2.2,0,
RABIF,0,
PPM1H,0,
CD38,0,
PLEKHA1,0,
PKIA,0,
TLR5,0,
TGIF1,0,
CCZ1.2,0,
DBR1,0,
TRDMT1,0,
MYL5,0,
ANG,0,
CCDC59,0,
POLR2J4,0,
SYNE2,0,
LOC101929910.1,0,
ZNF468,0,
LOC102724229,0,
TOR1AIP2,0,
FAS,0,
CD226,0,
BAZ2B,0,
GPR19,0,
CCR10,0,
SUMO4,0,
ASGR2,0,
RNF103,0,
PPIEL,0,
HLA-DQB1.3,0,
GGH,0,
PLEK,0,
MRPL41,0,
ECHDC1,0,
ANKMY2,0,
RPL18P10,0,
CFH.1,0,
TNFSF12-TNFSF13,0,
DQ597730,0,
AF090939,0,
TLR7,0,
KPNA2,0,
ZNF225,0,
LYST,0,
MYL12A.1,0,
IFNG,0,
MIR6840,0,
CCR9,0,
APBB1IP,0,
S100A8,0,
C3orf14,0,
SPATA7,0,
APOBEC3F.2,0,
SDHA,0,
CHN1,0,
TBC1D12,0,
LOC202181,0,
LIMS1.2,0,
PDSS1,0,
ATP10D,0,
TRIM5,0,
CHIT1,0,
VRK2,0,
PANX1,0,
TPBG,0,
ANK3,0,
CHD8,0,
MTMR11,0,
PIK3R5,0,
PSMB8,0,
C9orf38,0,
TMEM131,0,
TRMT1L,0,
IRF9.2,0,
LSM14B,0,
C6orf62,0,
CAPRIN2,0,
XBP1,0,
CTSC,0,
SMA4,0,
CCL1,0,
DDHD2,0,
ADAP2,0,
RNASE4,0,
CCT5,0,
EZH2,0,
RACGAP1,0,
KANSL1L,0,
RRN3P1,0,
SIK1,0,
PKD2,0,
KLF3-AS1,0,
ALCAM,0,
CPVL,0,
TMEM230,0,
SEC16A,0,
PALLD,0,
TGFBI,0,
TPD52,0,
UGCG,0,
TMEM14A,0,
PVRIG,0,
OR2B6,0,
CSTF2,0,
TRIP13,0,
EPS8,0,
DSTNP1,0,
RIC3,0,
PRIM1,0,
SLFN12,0,
TKTL1,0,
CHPF2,0,
SDHD,0,
CYFIP2,0,
MAP9,0,
GVINP1,0,
TNFSF8,0,
TMEM260,0,
BTBD3,0,
RNF139,0,
NMI,0,
RPL38,0,
CLEC1B,0,
OR2A20P,0,
CTLA4,0,
LINS,0,
CUZD1,0,
RAB11FIP2,0,
BAG2,0,
COG5,0,
SDF2L1,0,
SETD1A,0,
ZNF669,0,
OSM,0,
RAB29,0,
PRKCH,0,
GLIPR1,0,
SMN1,0,
RAP1GAP2,0,
MAN2C1,0,
MRPL19,0,
COX20,0,
NRIP1,0,
CCNL1,0,
CCNB2,0,
CLUL1,0,
GALNT12,0,
PUS7,0,
PCID2,0,
GSPT2,0,
HSP90AB1,0,
PAK3,0,
OXCT1,0,
TNFSF4,0,
DNM1L,0,
SENP7,0,
DCAF16,0,
ERCC4,0,
PPP1CB,0,
IGFBP7,0,
C1D,0,
ZNF91,0,
NUDT4.1,0,
HLA-DPA1,0,
GCLM,0,
PGRMC1,0,
NUDT13,0,
ZC2HC1A,0,
LIPC,0,
IL1A,0,
MREG,0,
TMEM50A,0,
SPG11,0,
ELF2,0,
SLC18A1,0,
GSTCD,0,
HMGCS2,0,
TSPAN14,0,
CDKN3,0,
ABCC6.2,0,
TAF4B,0,
PARPBP,0,
RP1-130G2.1,0,
FOLR2,0,
NOL7,0,
RNF14,0,
ACTL7B,0,
KCTD5,0,
PCYOX1,0,
ORC4,0,
CUL1,0,
GLB1L,0,
MAR3,0,
DUSP14,0,
SNAPC1,0,
TXLNG,0,
OLA1,0,
TIMM17B,0,
ELAC1,0,
TEX30,0,
EDEM3,0,
SYT17,0,
TDRKH,0,
CCDC88C,0,
HCFC1,0,
MCM3AP-AS1,0,
ZNF137P,0,
PARP1,0,
IDI1,0,
DNAJC8,0,
TRIM23,0,
MAT2A,0,
TRIM25,0,
HNRNPA2B1,0,
CMAHP,0,
RTN1,0,
PSMB9,0,
NBEA,0,
GNL2,0,
ASGR1,0,
NUP107,0,
MRPL28,0,
LEFTY1.1,0,
AMPH,0,
ZNF573,0,
FAM8A1,0,
PRMT2,0,
RAB33A,0,
PYGM,0,
OIP5,0,
FBXL15,0,
MAN2B2,0,
RAB35,0,
PARP11,0,
FEM1B,0,
FBXL8,0,
CD53,0,
CEACAM1,0,
KIR2DL1.2,0,
SLC38A6,0,
LPXN,0,
OCLN,0,
HOXA1,0,
BTN3A2.2,0,
TUFM,0,
MTX1,0,
LNPEP,0,
LOC100507630,0,
ZNF43.1,0,
CEACAM4,0,
COLQ,0,
MAGOHB,0,
TPT1P8,0,
PEX12,0,
NUP155,0,
LAMTOR3,0,
IL1RAPL2,0,
NCAN,0,
TCRA.3,0,
SKAP1,0,
SMAD4,0,
SIT1,0,
NSG1,0,
LIAS,0,
PFKFB1,0,
GNA15,0,
CEP135,0,
IL4R,0,
ASCC3,0,
F7,0,
TMEM156,0,
PCDHGA10.1,0,
C19orf40,0,
RP11-348N5.7,0,
APOBEC3F.1,0,
GSTM4,0,
ETV7,0,
TMED2,0,
TBRG4,0,
IL7,0,
FADS2,0,
MPP5,0,
PAFAH1B2,0,
IQCG,0,
MKL2,0,
CATSPERB,0,
HPS5,0,
YWHAH,0,
PRRG2,0,
KDM6A,0,
SPDL1,0,
IFI35,0,
DHX32,0,
RFXAP,0,
LOC101060373,0,
RAB40C,0,
ARPC3,0,
ACAD8,0,
PMM2,0,
WDR41,0,
CD244,0,
NDC1,0,
RALGAPA1.1,0,
NPIPA5,0,
CEPT1,0,
FBP1,0,
ECHDC2,0,
IL18,0,
ZNF74,0,
EIF5A,0,
MICALL1,0,
LSR,0,
CD96,0,
SRGAP3,0,
HECA,0,
T-Cell_Receptor_V-alpha_region,0,
CST6,0,
TAP2,0,
GTF2B,0,
SLCO4C1,0,
ROBO1,0,
NPC2,0,
SGCE,0,
SF1,0,
SRD5A1,0,
PPIAL4B,0,
TCFL5,0,
NUBPL,0,
CD33,0,
LONRF3,0,
CISH,0,
POLR3D,0,
PTPN4,0,
IL1R1,0,
EGFL6,0,
PFKP,0,
OSBPL9,0,
MSC,0,
OR1E1.1,0,
TMEM177,0,
CD248,0,
SCRG1,0,
NEBL,0,
FAM184A,0,
MRPL52,0,
TCRA.1,0,
TMEM51,0,
METTL2A,0,
ZNF304,0,
FAM21C,0,
IFI30,0,
ARSA,0,
IL23A.2,0,
ATMIN,0,
ABCB1.1,0,
ZFX.2,0,
CHMP1B,0,
ELP5,0,
TCEAL2,0,
CCRN4L,0,
IER3,0,
SHCBP1,0,
ZNF10,0,
ACADSB,0,
HLA-J,0,
TSPAN2,0,
IBTK,0,
PCGF3,0,
MYOF,0,
ZFP37,0,
DNAJB14,0,
LIN37,0,
EGLN3,0,
CHST2,0,
DCTPP1,0,
GPHN,0,
ETV2,0,
AGPAT4,0,
NBPF10.1,0,
PRUNE2,0,
LRFN3,0,
SLBP,0,
CCDC15,0,
INHBB,0,
LOC100507577.2,0,
SRRM1,0,
RPS4XP3,0,
MFHAS1,0,
APOLD1.2,0,
GAP43,0,
SLC41A3,0,
ARSB,0,
RP4-710M16.1,0,
WASF1,0,
CD151,0,
KIT,0,
ECT2,0,
IGHG1.5,0,
SLC35E2,0,
MSRB2,0,
CYFIP1,0,
GRHPR,0,
DNA2,0,
ACVR1,0,
STAG1,0,
PDLIM1,0,
RPS6KA3,0,
LRP2BP,0,
TPK1,0,
HIRA,0,
PLAGL1,0,
ADNP,0,
BACE2,0,
SERPINE2,0,
NUS1,0,
EPHA4,0,
HMG20A,0,
PIAS3,0,
AP4M1,0,
ATP7A,0,
FLI1,0,
ZNF385D,0,
TMEM259,0,
PNMAL1,0,
PTPRM,0,
RP3-522P13.2,0,
AF007147,0,
TMOD3,0,
METTL8,0,
SPCS2,0,
ACAT1,0,
CD1C,0,
MBD5,0,
ITGA6,0,
RAP2A.2,0,
GREM2,0,
PGS1,0,
TRIM32,0,
CALCOCO2,0,
DAZAP1,0,
MED1,0,
CD1A,0,
SSR3,0,
NME8,0,
FABP5,0,
ECE2,0,
CA6,0,
SMCO4,0,
FZD6,0,
IDI2-AS1,0,
LILRA4,0,
CD81,0,
TUBB6,0,
HSD11B1,0,
C12orf4,0,
PINLYP,0,
AL109706,0,
BCAS4,0,
PRKCQ,0,
KDM5A,0,
EPB41L3,0,
SYNM,0,
ST7L,0,
KIF16B,0,
SLC6A16,0,
INTS6,0,
RECQL4,0,
CRIPT,0,
CDK2AP1,0,
RFC5,0,
RBL1,0,
CTR9,0,
CDCA3,0,
NELL1,0,
MCMBP,0,
INO80B.2,0,
COL4A4,0,
XRCC4,0,
CAMK2N1,0,
CATSPER2,0,
ETNK1,0,
NUDT15,0,
MILR1,0,
GIMAP4,0,
PAM,0,
ZC3H7A,0,
CIR1,0,
STX7,0,
COX16,0,
FBLN2,0,
SMURF2,0,
PLXDC1,0,
JUP.1,0,
AASDHPPT,0,
UGT2B17,0,
DHRS3,0,
MFSD12,0,
LTA,0,
EBNA1BP2,0,
TCEB3-AS1,0,
NEUROD1,0,
PKI55,0,
TEAD3,0,
KMT2A.2,0,
GMEB2,0,
SYCP2,0,
CYTL1,0,
ANXA2P2,0,
KLKB1,0,
AMIGO3,0,
PLLP,0,
CLTCL1,0,
DHTKD1,0,
ZMYND11,0,
PTER,0,
ACTBP9,0,
RAP2A.1,0,
TIMM10,0,
ERC1,0,
PAPSS1,0,
RUNDC3B,0,
GPR137B,0,
PIGG,0,
DDIT4,0,
GM2A,0,
ZNF430,0,
POLE3,0,
C20orf24,0,
WDR12,0,
SH2D1A,0,
AIDA,0,
UCP1,0,
SLC22A1,0,
PPP1R17,0,
TSR2,0,
CNOT6,0,
VLDLR,0,
BAHD1,0,
NMRK1,0,
LOC101929842,0,
FKRP,0,
APOL6,0,
CSAD,0,
NPDC1,0,
TNS3,0,
RPL17,0,
CD59,0,
ARMCX2,0,
CBS,0,
UPK3B,0,
ZNF37BP,0,
ELOVL6,0,
CDC20,0,
C17orf85,0,
KIN,0,
ATF6,0,
SLC16A4,0,
PFKM,0,
MAFF,0,
POMGNT1,0,
GPX2,0,
PSRC1,0,
ASB13,0,
BAG4,0,
BORA,0,
TTI2,0,
NPIPA1.2,0,
SERINC5,0,
ITGAL,0,
PPP1R14B,0,
TIPIN,0,
SLC16A8,0,
MYH7B,0,
ARG2,0,
EIF3M,0,
PRDM1,0,
BNIP3,0,
LAT,0,
GPA33,0,
IRF5,0,
PTX3,0,
PFKFB2,0,
NUSAP1,0,
TP53I3,0,
MLH1,0,
CEP70,0,
CINP,0,
GIPC1,0,
NSUN5P1.1,0,
GOLPH3,0,
XPA,0,
DNAJC13,0,
WDR76,0,
PTK6,0,
LSG1,0,
FBXW4P1,0,
MIR4680,0,
PRPH2,0,
EFHD1,0,
IFNA10,0,
GAS2,0,
IREB2,0,
TCEAL4,0,
CENPA.2,0,
NOL11,0,
TSPYL5,0,
APOL1,0,
IFNAR2,0,
KIF5C,0,
FFAR3,0,
CPS1,0,
WDR37,0,
SEPT7,0,
LOC101930324,0,
GTPBP8,0,
KAL1,0,
NHEJ1,0,
TFRC,0,
ACAT2,0,
PRKCDBP,0,
PAQR6,0,
TRAF6,0,
KIAA0101,0,
LOC100506504,0,
MORC4,0,
CTRB1,0,
LOC100505874,0,
DIP2C,0,
CCDC87,0,
PRPSAP2,0,
ADCY3,0,
SWAP70,0,
AHCY,0,
POLM,0,
KCNMB3,0,
CMA1,0,
MAGED1,0,
DLGAP5,0,
BUB1B,0,
ADAMTSL4,0,
TMEM2,0,
TOR3A,0,
KALP,0,
MIR22,0,
AHDC1,0,
NME7,0,
ZNF117,0,
GTF2A1,0,
ETFDH,0,
SERPINB8,0,
EXTL2,0,
BCOR,0,
NLRP3,0,
DSPP,0,
VEGFC,0,
F8,0,
ADORA2B,0,
SCAI,0,
ZSWIM1,0,
CYP27A1,0,
SNX5,0,
TNNI3,0,
STYK1,0,
PNMA1,0,
TOE1,0,
AGK,0,
GPR20,0,
BEX1,0,
DENND1B,0,
RPRM,0,
MEF2C,0,
MS4A2,0,
OR7E12P,0,
CPEB3,0,
AGAP10,0,
SCD5,0,
TP53TG3,0,
MST1,0,
KLF2,0,
C2orf49,0,
RFC1,0,
PCDHA5.2,0,
MOK,0,
RP1-8B22.1,0,
LINC00667,0,
LBH,0,
JADE3,0,
SCPEP1,0,
CA11,0,
CTSK,0,
FGGY,0,
SKIV2L2,0,
ETS1,0,
SMS,0,
MLLT3,0,
LCT,0,
NOTCH2NL,0,
CEP170,0,
THBS4,0,
FASLG,0,
ZBTB7C,0,
ANKRD28,0,
TYMP,0,
RAD50,0,
TRAPPC2.1,0,
CKAP2.1,0,
CAPRIN1,0,
OR7E14P,0,
HIST1H2BL,0,
SULT1A1,0,
SEMG1,0,
HAAO,0,
AVEN,0,
VIL1,0,
MGC12488,0,
CYP2B7P,0,
CRY2,0,
FASTKD2,0,
FAN1,0,
ECRP,0,
RAD54B,0,
ZNF224,0,
HOXA5,0,
IDH1,0,
MBTPS2.1,0,
AUNIP,0,
MINA,0,
ANXA5,0,
HOMER1,0,
CRNKL1,0,
SLC6A4,0,
SLC2A6,0,
TTC27,0,
SULT1A2,0,
PCDH8,0,
NINL,0,
ZNF623,0,
PARM1,0,
APBA2,0,
RCBTB2,0,
SLC15A2,0,
TRMT2A,0,
RNF146,0,
ALKBH4,0,
LRRC8B,0,
P2RY2,0,
APPL2,0,
OR3A3,0,
XYLT2,0,
PIGN,0,
ATP1B1,0,
BST2,0,
ATP5J2-PTCD1,0,
CARD8,0,
ZFP69B,0,
ARL5A,0,
STK3,0,
SLC35F5,0,
EGOT,0,
LOC100272216,0,
BLM,0,
SPATA5L1,0,
LRP5L,0,
NDUFAF7,0,
KIFAP3,0,
EIF3F,0,
LOC157562,0,
NUP153,0,
STK16,0,
SAMHD1,0,
RRAGA,0,
GLCE,0,
SOWAHC,0,
IMPACT,0,
TMEM33,0,
TUBGCP5,0,
CASP2,0,
QRSL1,0,
NR2C2,0,
SETD6,0,
FMO4,0,
ZNHIT2,0,
ZNF532,0,
GRAP,0,
IL6ST,0,
RNF111,0,
HIPK1,0,
KATNBL1,0,
PRG2,0,
ASRGL1,0,
TBPL1,0,
AL590762.11,0,
WNT1,0,
WDR52,0,
HIST1H2BB,0,
AKAP3,0,
LINC00216,0,
PGM1,0,
KRTAP5-8,0,
LILRP2,0,
RAD54L2,0,
TMEM134,0,
BACE1,0,
NCBP1,0,
IL12RB2,0,
AUH,0,
SLC25A28,0,
MIR6516,0,
TIMELESS,0,
ARHGAP22,0,
HNRNPH1,0,
GOLGA8N,0,
GRAMD4,0,
MSH5,0,
FLT3,0,
FANCC,0,
NABP2,0,
CASP7,0,
LOC284009,0,
OSR2,0,
BRCC3,0,
DAPK2,0,
IL13RA2,0,
RNF121,0,
POM121.2,0,
KLF4,0,
TMCO6,0,
LOC100131510,0,
HSP90B1.2,0,
NETO2,0,
TTC13,0,
ZSCAN16,0,
LINC00894,0,
MLC1,0,
SEC14L1P1,0,
CDKL2,0,
THBS2,0,
CHRFAM7A,0,
CUX2,0,
GABPA,0,
TBCEL,0,
MRPL9,0,
LOC100506248,0,
DAPK3,0,
ZNF276,0,
ADPRH,0,
LOC441259,0,
JAK2,0,
STARD7,0,
TSPO,0,
LTC4S,0,
DEXI,0,
ATAT1,0,
TTBK2,0,
MT1E,0,
MPO,0,
FCF1.1,0,
C12orf5,0,
NEDD4,0,
PPT1,0,
BHMT2,0,
CACNA1H,0,
PC,0,
HHAT,0,
CITED1,0,
EIF3I,0,
CD300C,0,
PTGIR,0,
CLTB,0,
MICA.1,0,
CD70,0,
APP,0,
KCNE1L,0,
EIF2D,0,
XPNPEP3,0,
VCAN,0,
HIVEP2,0,
GPM6A,0,
RPAP2,0,
ADAM10,0,
PASK,0,
OLR1,0,
ACAA1,0,
ATG2B,0,
EIF3C,0,
POGLUT1,0,
ECI1,0,
KIZ,0,
PLA2G2F,0,
ST5,0,
MROH7-TTC4,0,
CENPJ,0,
IGLVIVOR22-1,0,
SAV1,0,
COX6CP1,0,
GLUD1,0,
ST8SIA1,0,
TARP.1,0,
SERPINH1,0,
TBC1D31,0,
SERPINB9,0,
DAAM1,0,
NDN,0,
TMEM57,0,
GLS2,0,
SYT1,0,
SUMO1,0,
LOC101060275,0,
CPED1,0,
SRD5A3,0,
SNX16,0,
TPM4,0,
FBXO16,0,
DUSP10,0,
DFNA5,0,
MS4A6A,0,
SNHG17,0,
SLC22A18,0,
CXorf56,0,
RP3-334F4.2,0,
DEPTOR,0,
STEAP3,0,
DFFB,0,
FCHSD2,0,
LRRC23.1,0,
MICA.2,0,
LOC102723620,0,
ACYP1,0,
CLIC1,0,
ZNF7,0,
COQ2,0,
BZW2,0,
VIM,0,
LOC101060604.2,0,
APOC2,0,
RAI2,0,
SLC9A8,0,
MAML1,0,
TSSC4,0,
NECAP1,0,
MOCS3,0,
NELFCD,0,
LOC101928625,0,
ZNHIT6,0,
SCN2A,0,
AC007389.3,0,
MRTO4,0,
GPD1L,0,
PAXIP1,0,
RMI1,0,
OSBPL3,0,
PEX11A,0,
EXO5,0,
NKX3-1,0,
TMEM30B,0,
RP1-68D18.4,0,
GKN1,0,
DTWD1,0,
ASIP,0,
VPS53,0,
PREB,0,
PIK3R1,0,
NBL1,0,
ACOX2,0,
FMO6P,0,
ZNF329,0,
ADRBK2,0,
ARPC5L,0,
SLC39A14,0,
PMS2P8,0,
CLDN7,0,
OR1A2,0,
IL10RA,0,
POLG2,0,
GS1-164F24.1,0,
RBM3,0,
RPL23AP32,0,
TOP2A,0,
MFN1,0,
SLC9A7,0,
CCR4,0,
SPR,0,
TNFSF15,0,
RFX1,0,
RNF4,0,
PJA1,0,
